Date,IPO_Name,Issue_Size(crores),QIB,HNI,RII,Total,Offer Price,List Price,Listing Gain,CMP(BSE),CMP(NSE),Current Gains
09-23-16,L&T Technology Services Ltd,894.4,5.01,1.03,1.75,2.53,860,900,4.65,"4,183.10","4,177.70",386.41
08-31-16,RBL Bank Ltd,1212.97,85.08,198.06,5.7,69.62,225,273.7,21.64,258.3,257.4,14.8
08-12-16,S P Apparels Ltd,239.12,1,0.45,0.54,0.66,268,305,13.81,814.4,814.9,203.88
08-11-16,Dilip Buildcon Ltd,653.98,9.76,79.64,2.35,20.95,219,240,9.59,474.7,476.25,116.76
08-01-16,Advanced Enzyme Technologies Ltd,411.49,94.03,393.1,11.67,116.02,896,"1,210.00",35.04,302,303.2,-66.29
07-21-16,LTIMindtree Ltd,1236.38,19.91,10.76,7.39,11.69,710,666.6,-6.11,"5,098.35","5,078.50",618.08
07-12-16,Quess Corp Ltd,400,59.03,392.21,34.08,144.5,317,499,57.41,276.5,276.35,-12.78
07-01-16,Mahanagar Gas Ltd,1038.88,72.84,191.61,6.82,64.54,421,540,28.27,"1,356.00","1,352.40",222.09
05-19-16,Parag Milk Foods Ltd,750.54,1.15,3.08,2.12,1.83,215,215.7,0.33,221.1,221.62,2.84
05-10-16,Ujjivan Financial Services Ltd,882.5,33.84,135.45,4.02,40.68,210,227,8.1,590.35,589.5,181.12
05-09-16,Thyrocare Technologies Ltd,479.21,73.18,225.3,8.73,73.55,446,662,48.43,"1,347.00","1,351.30",202.02
04-21-16,Equitas Holdings Ltd,2176.69,14.93,57.29,1.4,17.21,110,144,30.91,119.9,120.3,9
04-04-16,Infibeam Avenues Ltd,450,0.86,2.23,1.31,1.11,432,458,6.02,15.09,15.08,-96.51
04-01-16,Bharat Wire Ropes Ltd,70,1.01,2.02,2.08,1.21,45,47.35,5.22,173.3,174.77,285.11
03-30-16,Healthcare Global Enterprises Ltd,649.64,2.36,0.43,0.83,1.56,218,209.8,-3.76,659,656.5,202.29
02-18-16,Quick Heal Technologies Ltd,451.25,4.34,36.69,3.82,10.8,321,304.95,-5,287.45,287.5,-10.45
02-12-16,Team Lease Services Ltd,423.68,26.97,185.24,10.62,66.02,850,860,1.18,"1,730.00","1,738.90",103.53
02-08-16,Precision Camshafts Ltd,410.19,2.62,0.73,2.01,1.91,186,163.1,-12.31,174.1,174.19,-6.4
01-06-16,Narayana Hrudayalaya Ltd,613.08,24.43,3.62,1.89,8.7,250,291,16.4,"1,796.95","1,797.80",618.78
12-23-15,Dr Lal Pathlabs Ltd,631.91,63.56,61.28,4.24,33.41,550,717,30.36,"3,244.90","3,243.50",489.98
12-23-15,Alkem Laboratories Ltd,1347.76,57.19,129.96,3.17,44.29,"1,050.00","1,380.00",31.43,"4,947.40","4,959.50",371.18
11-16-15,S H Kelkar & Company Ltd,508.17,4.68,1.14,0.47,1.84,180,222,23.33,234.05,229.9,30.03
11-10-15,Interglobe Aviation Ltd,3008.5,17.8,3.57,0.92,6.15,765,856,11.9,"5,910.00","5,919.50",672.55
11-02-15,Coffee Day Enterprises Ltd,1150,NA,NA,NA,NA,328,313,-4.57,35.83,35.8,-89.08
09-16-15,Sadbhav Infrastructure Project Ltd,491.66,3.04,1.66,1.68,2.24,103,110.75,7.52,3.61,3.63,-96.5
09-21-15,Madhyam Agrivet Industries Ltd,362.57,0.88,1.42,0.34,0.77,115,115,0,99.75,99.6,-13.26
09-10-15,Shree Pushkar Chemicals Ltd,70,0.97,2.09,1.54,1.34,65,60,-7.69,399.25,397.75,514.23
09-10-15,Pennar Engineered Building Systems Ltd,156.19,2.2,1.44,0.41,1.15,178,150,-15.73,63.85,62.85,-64.13
09-09-15,Navkar Corporation Ltd,600,6.47,0.9,1.62,2.85,155,152,-1.94,119.5,119.47,-22.9
08-26-15,Power Mech Projects Ltd,273.22,27.53,133.22,3.42,38.12,640,600,-6.25,"3,113.00","3,119.50",386.41
08-11-15,Syngene International Ltd,550,51.47,90.24,4.78,32.05,250,295,18,644.95,645.4,157.98
07-09-15,Manpasand Beverages Ltd,400,1.98,0.38,1.16,1.4,320,291,-9.06,6.14,5.85,-98.08
05-26-15,PNC Infratech Ltd,488.44,4.51,0.65,0.28,1.56,378,381,0.79,303.35,303.6,-19.75
05-14-15,UFO Moviez India Ltd,600,4.49,1.17,1.02,2.04,625,600,-4,77.46,77.65,-87.61
05-06-15,MEP Infrastructure Developers Ltd,324,1.02,1.51,0.97,1.11,63,63,0,1.65,1.61,-97.38
04-30-15,VRL Logistics Ltd,467.88,58.22,250.86,7.92,74.26,205,288,40.49,575,574.1,180.49
04-09-15,Inox Wind Ltd,1020.53,35.68,35.38,2.15,18.6,325,400,23.08,140.05,140.35,-56.91
04-06-15,Imagicaaworld Entertainment Ltd,374.59,1.17,0.7,1.37,1.11,180,167.95,-6.69,60.63,60.57,-66.32
03-19-15,Ortel Communications Ltd,174.71,1.01,0.09,0.39,0.75,181,181,0,1.41,1.65,-99.22
12-19-14,Monte Carlo Fashions Ltd,350.43,13.96,1.71,6.96,7.83,645,585,-9.3,549.6,545.9,-14.79
10-01-14,Shemaroo Entertainment Ltd,120,5.69,8.64,7.79,7.39,170,180,5.88,116,117.2,-31.76
09-23-14,Sharda Cropchem Ltd,351.86,32.06,251.35,5.85,59.97,156,254.1,62.88,973.65,974.2,524.13
09-12-14,Snowman Logistics Ltd,197.4,16.98,221.79,41.26,59.75,47,75,59.57,53.63,53.62,14.11
05-09-14,Wonderla Holidays Ltd,181.25,16.71,159.04,7.55,38.06,125,164.75,31.8,589.85,589.6,371.88
02-28-14,Engineers India Ltd,498.13,23.43,5.85,2.99,13.36,150,149.9,-0.07,201,201.05,34
12-19-13,Power Grid Corporation of India Ltd,6958.64,115.9,40.34,6.77,64.82,90,97.1,7.89,285.75,286.2,217.5
06-05-13,Just Dial Ltd,919.14,10.12,22.34,3.53,11.63,530,590,11.32,827.05,827.45,56.05
04-01-13,Repco Home Finance Ltd,270.23,3.39,0.35,0.51,1.65,172,165,-4.07,388.55,388.9,125.9
02-20-13,V-Mart Retail Ltd,94.42,1.52,1.39,0.79,1.2,210,216,2.86,753.65,753.35,258.88
12-28-12,Indus Towers Ltd,4172.76,2.84,0.29,0.19,1.3,220,200,-9.09,338.1,338.7,53.68
12-27-12,PC Jeweller Ltd,601.31,7.33,18.12,1.68,6.85,135,135.5,0.37,13.48,13.48,-90.01
12-26-12,CARE Ratings Ltd,539.98,45.8,110.96,6.18,40.98,750,949,26.53,"1,638.60","1,643.90",118.48
12-06-12,Tara Jewels Ltd,179.5,1.49,3.1,2.05,1.98,230,242,5.22,0.75,0.5,-99.67
07-18-12,VKS Projects Ltd,55,1.15,0.38,1.13,1.03,55,55.8,1.45,0.04,0.05,-99.93
05-30-12,Speciality Restaurants Ltd,176.09,4.68,2.19,0.55,2.54,150,153,2,124.1,123.9,-17.27
05-09-12,Tribhovandas Bhimji Zaveri Ltd,200,1.29,1.91,0.68,1.15,120,115,-4.17,192.45,192.8,60.38
04-12-12,MT Educare Ltd,99,6.01,8,2.17,4.8,80,86.05,7.56,2.24,2.29,-97.2
04-12-12,NBCC (India) Ltd,124.97,7.07,1.7,3.4,4.93,106,100,-5.66,108,108,1.89
03-28-12,Olympic Cards Ltd,24.75,0,3.44,1.36,0.99,30,29.95,-0.17,3,,-90
03-09-12,Multi Commodity Exchange of India Ltd,663.31,49.12,150.35,24.14,54.13,"1,032.00","1,387.00",34.4,"8,100.30","8,092.00",684.91
11-02-11,Indo Thai Securities Ltd,29.6,0,0.02,3.35,1.18,74,75,1.35,170.1,169.75,129.86
10-19-11,Flexituff Ventures International Ltd,104.63,0.51,2.35,1.6,1.17,155,155,0,22.8,23,-85.29
10-19-11,Taksheel Solutions Ltd,82.5,0.24,4.7,6.18,2.99,150,157.4,4.93,3.25,3.85,-97.83
10-17-11,Onelife Capital Advisors Ltd,36.85,1.02,0.93,2.5,1.53,110,115,4.55,13.69,11.63,-87.55
10-20-11,Ujaas Energy Ltd,93,1.03,1.56,2.35,1.57,186,180,-3.23,352.7,366.65,89.62
10-07-11,RDB Rasayans Ltd,35.55,0,0.75,3.96,1.5,79,85,7.59,169,,113.92
10-04-11,Setubandhan Infrastructure Ltd,60,0.31,2.76,4.68,2.21,138,145,5.07,0.7,0.52,-99.49
09-26-11,PG Electroplast Ltd,120.65,0.98,1.84,1.64,1.34,210,200,-4.76,518.8,518.1,147.05
09-08-11,TD Power Systems Ltd,227,6.52,0.38,0.38,2.92,256,251.6,-1.72,495.35,495.05,93.5
09-16-11,SRS Ltd,203,0.75,5.11,0.32,1.25,58,55,-5.17,0.19,0.15,-99.67
09-05-11,Brooks Laboratories Ltd,63,0,2.82,3.36,1.6,100,110,10,153.35,150.99,53.35
08-26-11,Tree House Education & Accessories Ltd,112.06,1.02,1.68,2.76,1.85,135,132.8,-1.63,6.69,6.71,-95.04
08-12-11,L&T Finance Holdings Ltd,1245,1.93,6.18,9.61,5.34,52,51,-1.92,197.6,197.7,280
08-04-11,Inventure Growth & Securities Ltd,81.9,0.25,9.49,8.66,4.58,117,119,1.71,1.52,1.52,-98.7
07-28-11,Bharatiya Global Infomedia Ltd,55.1,0,1.94,5.06,2.06,82,84,2.44,3.14,3.14,-96.17
07-13-11,Kridhan Infra Ltd,34.75,0.03,1.37,4.18,1.68,108,115,6.48,4,4.07,-96.3
07-07-11,Rushil Decor Ltd,40.64,0.23,1.35,6.57,2.62,72,81.25,12.85,22.85,22.8,-68.26
07-07-11,Birla Pacific Medspa Ltd,65.18,1.04,0.17,1.82,1.18,10,10.1,1,0.28,,-97.2
06-22-11,Timbor Home Ltd,23.25,0.65,3.22,14.22,5.78,63,72,14.29,2.21,2.75,-96.49
06-14-11,VMS Industries Ltd,25.75,0,1.11,3.41,1.36,40,43.95,9.88,35,,-12.5
05-27-11,Power Finance Corporation Ltd,4578.2,6.92,1.2,2,4.34,203,197.6,-2.66,419.25,420.2,106.53
05-27-11,Dr. Datsons Labs Ltd,117,0.14,2.65,1.84,1.11,234,229.45,-1.94,6.29,6.4,-97.31
05-23-11,BF Industrial & Technologies Ltd,36.9,0,1.82,2.93,1.3,85,85,0,16.5,16.4,-80.59
10-24-11,Vaswani Industries Ltd,49,0.16,11.29,6.83,4.16,49,33.45,-31.73,52.85,52.1,7.86
05-12-11,Servalakshmi Paper Ltd,60,0.34,4.21,1.9,1.47,29,30,3.45,1.33,0.7,-95.41
05-13-11,Innoventive Industries Ltd,217.41,0.85,1.94,1.48,1.24,117,110,-5.98,4.2,5.6,-96.41
05-10-11,Future Consumer Ltd,750,0.26,7.81,0.61,1.52,10,9.5,-5,0.45,0.44,-95.5
05-09-11,Paramount Printpac Ltd,45.83,0.33,3.28,9.31,3.92,35,35,0,0.82,0.85,-97.66
05-06-11,Muthoot Finance Ltd,901.25,25.01,60.94,8.5,24.55,175,180,2.86,"2,548.50","2,548.30","1,356.29"
04-08-11,Shilpi Cable Technologies Ltd,55.88,1.04,6.39,5.74,3.48,69,78.35,13.55,1.1,1.15,-98.41
03-30-11,PTC India Financial Services Ltd,433.28,2.85,0.22,1.18,1.7,28,28,0,38.95,38.92,39.11
03-24-11,Lovable Lingerie Ltd,93.28,21.87,99.87,20.84,35.21,205,261.5,27.56,91.91,91.46,-55.17
03-11-11,Fineotex Chemical Ltd,29.48,0,0.22,4.38,1.57,70,80,14.29,232.5,232.55,232.14
03-10-11,AcroPetal Technologies Ltd,170,1.12,2,1.21,1.28,90,130,44.44,1.67,1.7,-98.14
03-11-11,Sudar Industries Ltd,69.98,0.17,4.47,2.28,1.55,77,74,-3.9,1.02,0.95,-98.68
02-10-11,Omkar Speciality Chemicals Ltd,79.38,0.82,5.27,9.9,4.67,98,95,-3.06,7.73,7.53,-92.11
02-02-11,Tata Steel Ltd,3477,10.41,7.21,1.6,6.03,610,630.15,3.3,160.55,160.74,-73.68
01-27-11,Midvalley Entertainment & Hospitality Ltd,60,0.35,4.68,9.01,4.03,70,73,4.29,0.35,,-99.5
01-20-11,C Mahendra Exports Ltd,165,1.02,3.92,4.82,2.78,110,111,0.91,1.79,1.65,-98.37
12-30-10,Punjab & Sind Bank,480,49.8,85.84,44.45,50.75,120,146.1,21.75,28.16,28.15,-76.53
12-23-10,A2Z Infra Engineering Ltd,776.25,0.68,3.12,0.33,0.96,400,390,-2.5,19.94,19.63,-95.02
12-27-10,Ravikumar Distilleries Ltd,73.6,0.15,7.31,3.01,2.22,64,64,0,28.57,28.68,-55.36
12-15-10,Shipping Corporation of India Ltd,1164.73,4.19,3.67,6.56,4.92,140,136.9,-2.21,206.55,206.71,47.54
12-15-10,MOIL Ltd,1237.51,49.16,143.3,32.86,56.43,375,551,46.93,321.8,322.4,-14.19
12-20-10,Claris Lifescience Ltd,300,1.31,2.03,1.6,1.5,228,224.4,-1.58,396.55,,73.93
12-06-10,RPP Infra Projects Ltd,48.75,0.16,7.27,5.6,2.97,75,75,0,116.3,116.49,55.07
11-25-10,Power Grid Corporation of India Ltd,7442.34,115.9,40.34,6.77,64.82,90,95,5.56,285.75,286.2,217.5
11-16-10,Gravita India Ltd,45,6.04,182.52,37.34,42.88,125,218.75,75,"1,783.65","1,789.00","1,326.92"
11-04-10,Coal India Ltd,15199.4,24.7,25.4,2.31,15.28,245,287.75,17.45,385,385,57.14
10-27-10,Shah Metacorp Ltd,54.67,1.54,33.44,8,8.59,71,76.6,7.89,3.57,3.58,-94.97
10-27-10,Prestige Estates Projects Ltd,1200,4.32,0.24,0.08,2.26,183,190,3.83,"1,629.15","1,631.90",790.25
10-27-10,BS Ltd,190.45,0.52,3.16,1.04,1.1,248,251,1.21,0.33,0.3,-99.87
10-20-10,Oberoi Realty Ltd,1028.61,22.15,3.61,0.94,12.13,260,280,7.69,"1,607.40","1,610.80",518.23
10-18-10,Jupiter Wagons Ltd,172.41,3.68,0.34,0.38,2.07,127,122.8,-3.31,329.2,329,159.21
10-14-10,Bedmutha Industries Ltd,91.8,0.67,29.19,8.51,7.69,102,114.4,12.16,140.2,140.15,37.45
10-14-10,Sea TV Network Ltd,50.2,1.66,40.94,7.45,9.58,100,120,20,4.94,,-95.06
10-14-10,Ashoka Buildcon Ltd,225,25.52,13.91,3.46,15.94,324,333.55,2.95,185.2,185.15,-42.84
10-12-10,Tecpro Systems Ltd,267.91,27.99,62.48,9.07,24.47,355,399.4,12.51,4.53,5.75,-98.72
10-13-10,Va Tech Wabag Ltd,472.59,36.13,100.98,8.55,36.22,"1,310.00","1,655.00",26.34,"1,522.00","1,525.10",16.18
10-12-10,Cantabil Retail India Ltd,105,1.71,3.83,2.63,2.35,135,133.8,-0.89,248.2,248.65,83.85
10-08-10,Orient Green Power Company Ltd,900,2.09,0.64,0.18,1.07,47,45.7,-2.77,13.25,13.26,-71.81
10-08-10,Ramky Infrastructure Ltd,530,4.52,1.45,0.99,2.89,450,450,0,556,557.3,23.56
10-08-10,ESL Steel Ltd,248.07,5.86,28.58,6.19,8.23,11,12.35,12.27,31.05,31,182.27
10-05-10,Sastasundar Ventures Ltd,147.5,5.91,35.88,11.04,12.2,118,135.1,14.49,288,289,144.07
10-06-10,Eros International Media Ltd,350,25.79,73.4,11.95,26.51,175,213.35,21.91,7.89,7.81,-95.49
10-06-10,CP Capital Ltd,115,47.45,101.93,31.74,47.39,310,461,48.71,162.7,161.95,-47.52
10-01-10,Tirupati Inks Limited,51.5,1.78,23.18,12.59,8.77,43,53.95,25.47,1.59,,-96.3
09-29-10,Indosolar Limited,357,1.44,1.3,1.81,1.55,29,29.75,2.59,377.9,378.2,"1,203.10"
09-09-10,Gujarat Pipavav Port Limited,553.85,13.2,85.7,9.15,19.94,46,56.25,22.28,157,157.4,241.3
08-25-10,Prakash Steelage Limited,68.75,1.27,10.91,6.62,4.53,110,118.55,7.77,5.74,5.76,-94.78
08-18-10,Bajaj Consumer Care Limited,297,20.19,53.49,6.62,19.29,660,730,10.61,228.15,226.61,-65.43
08-16-10,Bharat Financial Inclusion Limited,1628.78,20.38,18.26,2.81,13.69,985,"1,036.00",5.18,898.2,898,-8.81
08-12-10,Engineers India Limited,959.35,23.43,5.85,2.99,13.36,290,315,8.62,200.9,200.91,-30.72
08-04-10,Midfield Industries Limited,59.85,1.86,48.41,13.51,12.92,133,159.4,19.85,12.05,,-90.94
07-21-10,Hindustan Media Ventures Limited,270,8.98,3.39,1,5.43,166,170,2.41,86.02,86.5,-48.18
07-16-10,Technofab Engineers Limited,71.66,4.28,48.85,10.03,12.78,240,265,10.42,6.85,6.15,-97.15
07-28-10,Shri Aster Silicates Limited,53.1,0.01,12.46,7.41,4.47,118,127.7,8.22,1.28,1.4,-98.92
07-01-10,Parabolic Drugs Limited,200,1.48,1.2,0.4,1.04,75,76,1.33,5.7,5.5,-92.4
06-11-10,Standard Chartered (India) Limited,2486.35,4.15,1.9,0.25,2.2,104,105,0.96,36.2,36.35,-65.19
05-21-10,Jaypee Infratech Limited,2257.6,1.77,1.15,0.61,1.24,102,93,-8.82,1.27,1.25,-98.75
05-20-10,SJVN Limited,1062.51,9.03,3.39,3.12,6.64,26,28,7.69,97.85,97.66,276.35
05-19-10,GB Global Limited,107.9,7.97,10.52,2.81,6.32,130,132.7,2.08,9.8,9.3,-92.46
05-18-10,Tarapur Transformers Limited,63.75,0.03,5.08,2.74,1.74,75,75,0,24.74,24.9,-67.01
05-13-10,Satchmo Holdings Limited,405,2.54,0.22,0.16,1.16,54,50,-7.41,3.8,1.6,-92.96
05-10-10,Talwalkars Better Value Fitness Limited,77.44,35.43,51.48,8.43,28.39,128,138,7.81,1.45,1.45,-98.87
04-16-10,Goenka Diamond & Jewellery Limited,126.51,0.78,3,0.66,1.07,135,130,-3.7,0.82,0.82,-99.39
04-12-10,Intrasoft Technologies Limited,53.65,21.97,21.6,13.51,18.95,145,140,-3.45,96.25,96.3,-33.62
04-09-10,Shree Ganesh Jewellery House (I) Limited,371.02,1.38,6.13,1.39,1.96,260,258.85,-0.44,0.82,1.05,-99.68
04-06-10,Persistent Systems Limited,168.01,144.43,107.73,21.69,93.6,310,400,29.03,"5,215.35","5,221.00","1,582.37"
03-30-10,IL&FS Transportation Networks Limited,700,52.61,39.39,4.56,33.42,258,287,11.24,2.97,2.97,-98.85
04-05-10,Pradip Overseas Limited,116.6,8.57,45.35,10.53,14.08,110,120,9.09,1.14,1.15,-98.96
03-29-10,NMDC Limited,9967.3,2.28,0.22,0.22,1.25,300,295.7,-1.43,71.13,70.98,-76.29
03-29-10,DQ Entertainment (International) Limited,128.16,93.86,272.88,19.45,86.33,80,135,68.75,1.03,0.85,-98.71
03-18-10,United Bank of India,324.98,47.08,39.15,9.8,33.38,66,77,16.67,4.48,4.5,-93.21
03-08-10,REC Limited,3529.94,39.3,27.12,7.68,27.91,203,230,13.3,387.6,387.75,90.94
03-11-10,Man Infraconstruction Limited,141.75,96.06,104.57,10.26,62.53,252,335,32.94,164.9,164.88,-34.56
03-10-10,Texmo Pipes and Products Limited,45,1.02,30.5,7.26,7.48,90,101.5,12.78,56.91,57.41,-36.77
02-25-10,Hathway Cable & Datacom Limited,666,1.43,4.29,0.28,1.36,240,246,2.5,14.35,14.33,-94.02
03-03-10,ARSS Infrastructure Projects Limited,103,49.34,124.53,18.55,47.62,450,640,42.22,54.6,54.18,-87.87
02-19-10,NTPC Limited,8478.75,2.18,0.43,0.16,1.2,201,204,1.49,338.75,339.25,68.53
02-24-10,Emmbi Industries Limited,38.96,0.43,5.55,0.46,1.2,45,45.5,1.11,105.05,104.34,133.44
02-24-10,Valor Estates Limited,1500,4.47,4.25,0.37,2.95,468,430,-8.12,179.9,179.06,-61.56
02-19-10,Thangamayil Jewellery Limited,28.75,0.52,1.52,2.26,1.12,75,70,-6.67,"1,967.75","1,964.90","2,523.67"
02-15-10,Syncom Healthcare Limited,56.25,0.99,16.6,6.25,5.17,75,88,17.33,4.12,4.2,-94.51
02-15-10,Vascon Engineers Limited,178.2,1.12,3.65,0.62,1.22,165,170,3.03,49.15,49.22,-70.21
02-23-10,Aqua Logistics Limited,150,0.26,5.07,3,1.94,220,219.4,-0.27,1.36,1.4,-99.38
02-08-10,Jubilant Foodworks Limited,328.72,59.39,51.95,3.79,31.11,145,161.6,11.45,635.05,635.5,337.97
01-29-10,Birla Shloka Edutech Limited,34.78,0,5.45,1.76,1.43,50,49,-2,1.46,,-97.08
02-03-10,Infinite Computer Solutions Limited,189.8,48.44,106.02,11.08,43.22,165,178.35,8.09,473.75,473.75,187.12
01-06-10,D B Corp Limited,384.22,68.52,26.17,3.42,39.54,212,250,17.92,274.75,273,29.6
01-05-10,Godrej Properties Limited,468.85,7.45,0.41,0.38,4,490,510,4.08,"1,956.80","1,952.10",299.35
01-04-10,JSW Energy Limited,2700,2.88,0.15,0.4,1.68,100,102,2,536.3,536.4,436.3
01-11-10,MBL Infrastructure Limited,102.6,3.35,2.65,0.4,1.97,180,190,5.56,40.75,40.78,-77.36
